Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
joyo-jt-01-clip-on-chromatic-tuner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-33-90.jpg,2,Joyo JT-01 Clip-On Chromatic Tuner — view 2,,,,,
dpi-60b-3-way-marine-speaker-system-pair,DPI 60B 3-Way Marine Speaker System (Pair),"<p>DPI 60B, a 3-way weatherized/marine speaker system sold as a pair, designed for automotive, marine, or home theater use. Used condition.</p><ul>
<li>3-way marine/weatherized speakers, sold as a pair</li>
<li>Compact bookshelf-style cabinets</li>
<li>Silver-grey mesh grilles</li>
<li>Used condition</li>
</ul>",DPI,Electronics > Audio > Audio Components > Speakers,Speaker,"Speakers & PA, Audio & Studio, dpi, marine speaker, pro audio, speaker, used",true,Title,Default Title,,,,,PA-32,9000,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-32-01.jpg,1,DPI 60B 3-Way Marine Speaker System (Pair) — Bob Music Store,false,DPI 60B 3-Way Marine Speaker System (Pair),"DPI 60B, a 3-way weatherized/marine speaker system sold as a pair, designed for automotive, marine, or home theater use — Bob Music Store, Beirut.",g,active
celestion-k15b-300-15-inch-loudspeaker-driver,Celestion K15B-300 15-Inch Loudspeaker Driver,"<p>Celestion K15B-300, a 15-inch professional loudspeaker driver. Used condition with visible rust on the frame/basket around the center pole piece.</p><ul>
<li>15in professional loudspeaker driver</li>
<li>Steel basket frame, magnet cover</li>
<li>Visible rust on frame/basket — see flags</li>
<li>Untested — recommend testing before sale</li>
</ul>",Celestion,Electronics > Audio > Audio Components > Speakers,Speaker,"Speakers & PA, Audio & Studio, celestion, loudspeaker driver, pro audio, speaker, used",true,Title,Default Title,,,,,PA-31,9000,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-31-01.jpg,1,Celestion K15B-300 15-Inch Loudspeaker Driver — Bob Music Store,false,Celestion K15B-300 15-Inch Loudspeaker Driver,"Celestion K15B-300, a 15-inch professional loudspeaker driver. Used condition with visible rust on the frame/basket around — Bob Music Store, Beirut.",g,active
generic-volume-pedal-boxed,Generic Volume Pedal (Boxed),"<p>Generic volume pedal, boxed — the pedal itself is not visible in this photo and the brand/model print area on the box appears blank. New (box only).</p><ul>
<li>Boxed, new condition</li>
<li>Brand/model unreadable/unprinted</li>
<li>Confirm contents match the box before listing — see flags</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Electronic Musical Instrument Accessories,Effects Pedal,"Effects Pedals, Audio & Studio, effects pedal, generic, new, pro audio, volume pedal",true,Title,Default Title,,,,,PA-30,700,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-30-01.jpg,1,Generic Volume Pedal (Boxed) — Bob Music Store,false,Generic Volume Pedal (Boxed),"Generic volume pedal, boxed — the pedal itself is not visible in this photo and the brand/model print area on the box appears — Bob Music Store, Beirut.",g,active
mooer-ge100-multi-effects-floor-processor,Mooer GE100 Multi-Effects Floor Processor,"<p>Mooer GE100 multi-effects floor processor for guitar, with a color screen and onboard amp sims, drive, delay, reverb, modulation, and looper. New-looking condition.</p><ul>
<li>Color-screen multi-effects processor</li>
<li>Amp sims, drive, delay, reverb, modulation, looper</li>
<li>Built-in expression pedal</li>
<li>New-looking condition</li>
</ul>",Mooer,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Electronic Musical Instrument Accessories,Effects Pedal,"Effects Pedals, Audio & Studio, effects pedal, mooer, multi-effects, new, pro audio",true,Title,Default Title,,,,,PA-29,700,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-29-01.jpg,1,Mooer GE100 Multi-Effects Floor Processor — Bob Music Store,false,Mooer GE100 Multi-Effects Floor Processor,"Mooer GE100 multi-effects floor processor for guitar, with a color screen and onboard amp sims, drive, delay, reverb — Bob Music Store, Beirut.",g,active
mooer-ge100-multi-effects-floor-processor,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-29-90.jpg,2,Mooer GE100 Multi-Effects Floor Processor — view 2,,,,,
mdr-7-digital-reverb-effects-pedal,MDR-7 Digital Reverb Effects Pedal,"<p>MDR-7 digital reverb effects pedal — no clear manufacturer brand is visible on this box face. Used condition; this listing is based on the box only.</p><ul>
<li>Digital reverb effect</li>
<li>Used condition</li>
<li>Box only — condition of unit inside unconfirmed, see flags</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Electronic Musical Instrument Accessories,Effects Pedal,"Effects Pedals, Audio & Studio, effects pedal, generic, pro audio, reverb pedal, used",true,Title,Default Title,,,,,PA-28,700,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-28-01.jpg,1,MDR-7 Digital Reverb Effects Pedal — Bob Music Store,false,MDR-7 Digital Reverb Effects Pedal,"MDR-7 digital reverb effects pedal — no clear manufacturer brand is visible on this box face — Bob Music Store, Beirut.",g,active
mdr-7-digital-reverb-effects-pedal,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-28-90.jpg,2,MDR-7 Digital Reverb Effects Pedal — view 2,,,,,
unbranded-wah-volume-treadle-effects-pedal,Unbranded Wah/Volume Treadle Effects Pedal,"<p>Unbranded effects pedal, likely a wah- or volume-style treadle pedal based on its form factor — no visible brand markings. Used condition.</p><ul>
<li>Matte black housing, diamond/waffle rubber tread surface</li>
<li>Treadle-style pedal (wah/volume)</li>
<li>Used condition, no brand markings</li>
<li>Confirm exact function before listing — see flags</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Electronic Musical Instrument Accessories,Effects Pedal,"Effects Pedals, Audio & Studio, effects pedal, pro audio, unbranded, used, volume pedal, wah pedal",true,Title,Default Title,,,,,PA-27,700,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-27-01.jpg,1,Unbranded Wah/Volume Treadle Effects Pedal — Bob Music Store,false,Unbranded Wah/Volume Treadle Effects Pedal,"Unbranded effects pedal, likely a wah- or volume-style treadle pedal based on its form factor — no visible brand markings — Bob Music Store, Beirut.",g,active
kelfar-ak5-pro-special-edition-wind-breath-controller,Kelfar Technologies AK5 Pro Special Edition MIDI Wind/Breath Controller,"<p>Kelfar Technologies AK5 Pro Special Edition, an electronic MIDI wind/breath controller with USB MIDI, dual MIDI I/O, breath controller input, and transpose function. Used condition with visible surface smudges/wear.</p><ul>
<li>USB MIDI wind/breath controller</li>
<li>Dual MIDI I/O, breath controller input</li>
<li>Transpose function, yellow-green backlit LCD readout</li>
<li>Used condition, visible surface wear — niche brand, see flags</li>
</ul>",Kelfar Technologies,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Electronic Musical Instrument Accessories,MIDI Controller,"MIDI Controllers, Audio & Studio, breath controller, kelfar technologies, midi controller, pro audio, used, wind controller",true,Title,Default Title,,,,,PA-26,2400,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-26-01.jpg,1,Kelfar Technologies AK5 Pro Special Edition MIDI Wind/Breath Controller — Bob Music Store,false,Kelfar Technologies AK5 Pro Special Edition MIDI Wind/Bre…,"Kelfar Technologies AK5 Pro Special Edition, an electronic MIDI wind/breath controller with USB MIDI, dual MIDI I/O, breath — Bob Music Store, Beirut.",g,active
m-audio-axiom-air-25-usb-midi-keyboard-controller,M-Audio Axiom Air 25 USB/MIDI Keyboard Controller,"<p>M-Audio Axiom Air 25, a 25-key premium USB/MIDI keyboard controller bundled with AmpliTube/Ignite software. Box shows handling wear and tape at the corners; condition of the unit inside is unclear from the box alone.</p><ul>
<li>25-key USB/MIDI keyboard controller</li>
<li>16 red-bordered velocity-sensitive trigger pads</li>
<li>Includes AmpliTube/Ignite software bundle</li>
<li>Box shows handling wear/tape — see flags</li>
</ul>",M-Audio,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Electronic Musical Instrument Accessories,MIDI Controller,"MIDI Controllers, Audio & Studio, keyboard controller, m-audio, midi controller, pro audio, used",true,Title,Default Title,,,,,PA-25,2400,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-25-01.jpg,1,M-Audio Axiom Air 25 USB/MIDI Keyboard Controller — Bob Music Store,false,M-Audio Axiom Air 25 USB/MIDI Keyboard Controller,"M-Audio Axiom Air 25, a 25-key premium USB/MIDI keyboard controller bundled with AmpliTube/Ignite software — Bob Music Store, Beirut.",g,active
korg-kitbat1002-backup-battery-kit-pa3x,Korg KITBAT1002 Backup Battery Kit (for Pa3X-Series Arranger Keyboards),"<p>Korg KITBAT1002 backup battery kit for Pa3X-series arranger keyboards (Pa3X / Pa3X 61 / Pa3X 76). Used/handled condition with surface dirt and smudging visible.</p><ul>
<li>Internal backup battery kit — not a standalone device</li>
<li>For Korg Pa3X-series arranger workstations only</li>
<li>Shows surface dirt/smudging — not sealed</li>
<li>Confirm model compatibility before purchase — see flags</li>
</ul>",Korg,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Studio Equipment,"Studio & Recording, Audio & Studio, battery kit, korg, pro audio, replacement part, studio equipment, used",true,Title,Default Title,,,,,PA-24,2600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-24-01.jpg,1,Korg KITBAT1002 Backup Battery Kit (for Pa3X-Series Arranger Keyboards) — Bob Music Store,false,Korg KITBAT1002 Backup Battery Kit (for Pa3X-Series Arran…,"Korg KITBAT1002 backup battery kit for Pa3X-series arranger keyboards (Pa3X / Pa3X 61 / Pa3X 76) — Bob Music Store, Beirut.",g,active
beta-three-ds1800-audio-distribution-splitter,Beta Three DS1800 Audio Distribution Splitter/DI Rack Unit,"<p>Beta Three DS1800 audio distribution splitter/DI rack unit, configurable as 2-into-4 or 1-into-8. New-looking condition.</p><ul>
<li>2-into-4 or 1-into-8 signal distribution</li>
<li>19in rack-mount format</li>
<li>New-looking condition</li>
<li>Minimal brand recognition — priced by function, see flags</li>
</ul>",Beta Three,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Studio Equipment,"Studio & Recording, Audio & Studio, beta three, di box, new, pro audio, signal splitter, studio equipment",true,Title,Default Title,,,,,PA-23,2600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-23-01.jpg,1,Beta Three DS1800 Audio Distribution Splitter/DI Rack Unit — Bob Music Store,false,Beta Three DS1800 Audio Distribution Splitter/DI Rack Unit,"Beta Three DS1800 audio distribution splitter/DI rack unit, configurable as 2-into-4 or 1-into-8 — Bob Music Store, Beirut.",g,active
sm-pro-audio-prism-fx01-multi-effects-processor,SM Pro Audio Prism FX01 24-Bit Multi-Effects Rack Processor,"<p>SM Pro Audio Prism FX01, a 24-bit multi-effects rack processor. Used condition, box heavily scratched/worn.</p><ul>
<li>24-bit multi-effects processing</li>
<li>19in rack-mount format</li>
<li>Used condition, box heavily worn (cosmetic)</li>
<li>No reliable modern price comps — see flags</li>
</ul>",SM Pro Audio,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Studio Equipment,"Studio & Recording, Audio & Studio, multi-effects processor, pro audio, rack gear, sm pro audio, studio equipment, used",true,Title,Default Title,,,,,PA-22,2600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-22-01.jpg,1,SM Pro Audio Prism FX01 24-Bit Multi-Effects Rack Processor — Bob Music Store,false,SM Pro Audio Prism FX01 24-Bit Multi-Effects Rack Processor,"SM Pro Audio Prism FX01, a 24-bit multi-effects rack processor. Used condition, box heavily scratched/worn — Bob Music Store, Beirut.",g,active
behringer-super-x-pro-cx2310-crossover,Behringer Super-X Pro CX2310 Stereo/Mono Crossover,"<p>Behringer Super-X Pro CX2310, a high-precision stereo 2-way / mono 3-way crossover with subwoofer output and Linkwitz-Riley filters, in a 19in rack chassis. Used condition, box worn/scuffed.</p><ul>
<li>Stereo 2-way / mono 3-way crossover</li>
<li>Subwoofer output, Linkwitz-Riley filters</li>
<li>19in rack mount format</li>
<li>Used condition, box worn/scuffed at the edges (cosmetic)</li>
</ul>",Behringer,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Studio Equipment,"Studio & Recording, Audio & Studio, behringer, crossover, pro audio, rack gear, studio equipment, used",true,Title,Default Title,,,,,PA-21,2600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-21-01.jpg,1,Behringer Super-X Pro CX2310 Stereo/Mono Crossover — Bob Music Store,false,Behringer Super-X Pro CX2310 Stereo/Mono Crossover,"Behringer Super-X Pro CX2310, a high-precision stereo 2-way / mono 3-way crossover with subwoofer output and Linkwitz-Riley — Bob Music Store, Beirut.",g,active
behringer-mic800-mini-mic-modeling-preamp,Behringer MIC800 Mini Mic Modeling Preamp,"<p>Behringer MIC800 (Mini Mic), an ultra-compact microphone modeling preamp with 16 selectable preamp voicings. Used condition.</p><ul>
<li>16 selectable preamp voicings</li>
<li>Compact desktop/rack format with analog VU meter</li>
<li>Used condition</li>
</ul>",Behringer,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Studio Equipment,"Studio & Recording, Audio & Studio, behringer, preamp, pro audio, studio equipment, used",true,Title,Default Title,,,,,PA-20,2600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-20-01.jpg,1,Behringer MIC800 Mini Mic Modeling Preamp — Bob Music Store,false,Behringer MIC800 Mini Mic Modeling Preamp,"Behringer MIC800 (Mini Mic), an ultra-compact microphone modeling preamp with 16 selectable preamp voicings — Bob Music Store, Beirut.",g,active
behringer-bcf2000-b-control-fader-midi-controller,Behringer BCF2000 B-Control Fader — 8-Motorized-Fader USB/MIDI Controller,"<p>Behringer BCF2000 (B-Control Fader), an 8-motorized-fader USB/MIDI controller, ""Designed in Germany."" Box is significantly yellowed/aged; the unit itself is functionally used.</p><ul>
<li>8 motorized faders, USB/MIDI connectivity</li>
<li>Box cosmetically aged/yellowed (does not affect function or value)</li>
<li>Faders untested — confirm before pricing at top of range</li>
</ul>",Behringer,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Electronic Musical Instrument Accessories,MIDI Controller,"MIDI Controllers, Audio & Studio, behringer, fader controller, midi controller, pro audio, used",true,Title,Default Title,,,,,PA-19,2400,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/PA-19-01.jpg,1,Behringer BCF2000 B-Control Fader — 8-Motorized-Fader USB/MIDI Controller — Bob Music Store,false,Behringer BCF2000 B-Control Fader — 8-Motorized-Fader USB…,"Behringer BCF2000 (B-Control Fader), an 8-motorized-fader USB/MIDI controller, ""Designed in Germany."" Box is significantly — Bob Music Store, Beirut.",g,active
